Street,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
Oswaldo Cruz,168.0,3,3,1,619.0,4416.0,1700000.0
Oswaldo Cruz,200.0,3,2,1,2216.0,5677.0,1800000.0
Oswaldo Cruz,140.0,3,4,1,1300.0,3600.0,1850000.0
Oswaldo Cruz,180.0,3,3,1,2000.0,4100.0,1990000.0
Oswaldo Cruz,202.0,4,3,1,2322.0,572.0,2300000.0
Oswaldo Cruz,180.0,3,3,1,1300.0,,1800000.0
Oswaldo Cruz,168.0,3,2,1,2000.0,4928.0,1990000.0
Oswaldo Cruz,202.0,4,4,1,2322.0,5729.0,2300000.0
Oswaldo Cruz,168.0,3,3,1,1808.0,4480.0,1990000.0
Oswaldo Cruz,165.0,3,3,1,1128.0,2900.0,1640000.0
Oswaldo Cruz,140.0,3,3,1,2449.0,4466.0,1510000.0
Oswaldo Cruz,140.0,3,1,1,1500.0,2420.0,1980000.0
Oswaldo Cruz,147.0,3,3,1,1725.0,3760.0,1500000.0
Oswaldo Cruz,210.0,4,3,1,2350.0,4200.0,1798000.0
Oswaldo Cruz,202.0,4,3,1,2250.0,572.0,1800000.0
Oswaldo Cruz,180.0,3,2,1,1800.0,410.0,1900000.0
Oswaldo Cruz,202.0,4,2,1,1700.0,572.0,1890000.0
Oswaldo Cruz,185.0,3,3,1,2540.0,450.0,1900000.0
Oswaldo Cruz,170.0,3,3,1,1807.0,4461.0,1990000.0
Oswaldo Cruz,202.0,4,3,1,2500.0,2943.0,1800000.0
Oswaldo Cruz,200.0,3,2,1,2320.0,556.0,1900000.0
Oswaldo Cruz,185.0,3,4,1,2500.0,237.0,1800000.0
Oswaldo Cruz,200.0,3,2,1,2800.0,,1900000.0
Oswaldo Cruz,150.0,4,4,2,2800.0,530.0,2450000.0
Oswaldo Cruz,202.0,4,2,1,2622.0,512.0,1790000.0
Oswaldo Cruz,202.0,4,4,1,2322.0,4630.0,1900000.0
Oswaldo Cruz,210.0,4,4,1,2035.0,,1900000.0
Oswaldo Cruz,210.0,4,4,1,2600.0,5500.0,1890000.0
Oswaldo Cruz,205.0,4,5,1,2322.0,5500.0,2300000.0
Oswaldo Cruz,202.0,4,3,1,2322.0,3600.0,1700000.0
Oswaldo Cruz,200.0,3,3,1,2785.0,310.0,1900000.0
Oswaldo Cruz,190.0,3,2,1,1807.0,4346.0,2600000.0
Oswaldo Cruz,208.0,4,5,1,2322.0,551.0,1900000.0
Oswaldo Cruz,182.0,3,3,1,2518.0,5302.0,1800000.0
Oswaldo Cruz,182.0,3,2,1,2517.0,237.0,1800000.0
Oswaldo Cruz,182.0,3,1,1,2500.0,237.0,1800000.0
Oswaldo Cruz,210.0,4,2,1,2400.0,350.0,1800000.0
Oswaldo Cruz,200.0,3,2,1,2350.0,557.0,1980000.0
Oswaldo Cruz,200.0,3,3,1,2500.0,467.0,1900000.0
Oswaldo Cruz,202.0,4,5,1,2322.0,572.0,2400000.0
Oswaldo Cruz,200.0,3,4,1,2700.0,5000.0,1900000.0
Oswaldo Cruz,210.0,4,1,1,2323.0,465.0,2400000.0
Oswaldo Cruz,210.0,4,5,1,2323.0,551.0,2300000.0
Oswaldo Cruz,133.0,3,3,1,1829.0,4380.0,1490000.0
Oswaldo Cruz,160.0,2,3,1,1830.0,3960.0,1540000.0
Oswaldo Cruz,205.0,4,4,1,1500.0,350.0,1785000.0
Oswaldo Cruz,374.0,4,4,2,3675.0,1079.0,2700000.0
Oswaldo Cruz,220.0,3,1,1,2230.0,5000.0,1800000.0
Oswaldo Cruz,247.0,4,3,1,2000.0,6850.0,1850000.0
Oswaldo Cruz,220.0,4,4,1,1500.0,3776.0,2000000.0
Oswaldo Cruz,220.0,4,1,1,1300.0,5000.0,2100000.0
Oswaldo Cruz,220.0,3,4,1,2000.0,5769.0,1980000.0
Oswaldo Cruz,220.0,4,3,1,2220.0,,1800000.0
Oswaldo Cruz,213.0,3,3,1,2000.0,300.0,1900000.0
Oswaldo Cruz,230.0,4,4,1,2058.0,600.0,1700000.0
Oswaldo Cruz,220.0,4,4,1,1758.0,383.0,2198000.0
Oswaldo Cruz,213.0,3,3,1,2050.0,579.0,1900000.0
Oswaldo Cruz,213.0,3,3,2,2000.0,5790.0,1900000.0
Oswaldo Cruz,220.0,3,2,1,1507.0,372.0,1800000.0
Oswaldo Cruz,213.0,3,4,1,2058.0,579.0,1800000.0
Oswaldo Cruz,220.0,4,4,1,1300.0,6188.0,2090000.0
Oswaldo Cruz,245.0,4,4,1,1900.0,,2100000.0
Oswaldo Cruz,220.0,3,2,1,1800.0,372.0,1800000.0
Oswaldo Cruz,230.0,4,4,1,1130.0,,2000000.0
Oswaldo Cruz,372.0,4,3,2,3670.0,1030.0,2700000.0
Oswaldo Cruz,320.0,4,4,2,3000.0,8805.0,2650000.0
Oswaldo Cruz,375.0,4,4,2,3600.0,1079.0,2695000.0
Oswaldo Cruz,220.0,4,3,1,1800.0,631.0,2149000.0
Oswaldo Cruz,213.0,4,3,1,2058.0,579.0,1800000.0
Oswaldo Cruz,320.0,4,4,1,2400.0,8483.0,1900000.0
Oswaldo Cruz,320.0,4,4,1,1723.0,8483.0,1900000.0
Oswaldo Cruz,213.0,3,3,1,2000.0,579.0,1900000.0
Oswaldo Cruz,330.0,4,3,1,2995.0,7202.0,1895000.0
Oswaldo Cruz,260.0,4,4,1,1700.0,3500.0,1800000.0
Oswaldo Cruz,245.0,4,3,1,2080.0,4162.0,1900000.0
Oswaldo Cruz,320.0,4,2,1,2155.0,7202.0,2200000.0
Oswaldo Cruz,320.0,4,3,2,2500.0,8805.0,2500000.0
Oswaldo Cruz,320.0,4,3,1,1900.0,8000.0,2500000.0
Oswaldo Cruz,342.0,4,4,1,2500.0,9036.0,2200000.0
Oswaldo Cruz,245.0,4,4,1,2050.0,5000.0,2098000.0
Oswaldo Cruz,320.0,4,5,1,3100.0,8900.0,2650000.0
Oswaldo Cruz,220.0,4,5,1,2322.0,551.0,2000000.0
Oswaldo Cruz,213.0,3,2,1,2385.0,5359.0,1800000.0
Oswaldo Cruz,213.0,3,3,2,2050.0,601.0,1900000.0
Oswaldo Cruz,247.0,4,4,1,1700.0,6140.0,1860000.0
Oswaldo Cruz,245.0,4,5,1,2201.0,6375.0,2850000.0
Oswaldo Cruz,213.0,4,2,1,2050.0,483.0,2000000.0
Oswaldo Cruz,340.0,4,2,1,1700.0,489.0,1900000.0
Oswaldo Cruz,250.0,4,2,1,2015.0,500.0,2100000.0
Oswaldo Cruz,372.0,4,5,2,3674.0,10004.0,2700000.0
Oswaldo Cruz,342.0,3,5,1,2700.0,8126.0,2300000.0
Oswaldo Cruz,320.0,4,1,1,3100.0,8815.0,1950000.0
Oswaldo Cruz,342.0,3,6,1,2500.0,813.0,2200000.0
Oswaldo Cruz,320.0,4,1,2,2500.0,898.0,2800000.0
Oswaldo Cruz,372.0,4,3,2,3419.0,10500.0,2700000.0
Oswaldo Cruz,247.0,4,3,1,2000.0,685.0,2100000.0
Oswaldo Cruz,342.0,4,4,1,2400.0,939.0,2500000.0
Oswaldo Cruz,220.0,5,1,1,2322.0,550.0,1900000.0
Oswaldo Cruz,342.0,3,5,1,2600.0,920.0,2200000.0
Oswaldo Cruz,250.0,4,3,1,2020.0,500.0,2030000.0
Oswaldo Cruz,372.0,4,3,2,3674.0,10758.0,2700000.0
Oswaldo Cruz,220.0,4,2,1,569.0,4427.0,2300000.0
Oswaldo Cruz,360.0,4,3,1,2500.0,850.0,2650000.0
Oswaldo Cruz,320.0,4,4,1,2400.0,700.0,1900000.0
Oswaldo Cruz,342.0,4,1,1,2870.0,930.0,2350000.0
Oswaldo Cruz,340.0,3,3,1,2840.0,753.0,2160000.0
Oswaldo Cruz,320.0,4,1,2,2466.0,7563.0,2700000.0
Oswaldo Cruz,372.0,4,2,2,3748.0,10310.0,2698000.0
Oswaldo Cruz,342.0,4,6,1,2500.0,900.0,2300000.0
Oswaldo Cruz,320.0,4,3,1,2600.0,788.0,2400000.0
Oswaldo Cruz,400.0,4,3,1,1100.0,700.0,1900000.0
Oswaldo Cruz,380.0,4,4,2,3670.0,1054.0,2700000.0
Oswaldo Cruz,342.0,3,3,1,2600.0,9390.0,2300000.0
Oswaldo Cruz,380.0,4,3,2,3500.0,750.0,2700000.0
Oswaldo Cruz,320.0,4,2,1,2700.0,7617.0,1899000.0
Oswaldo Cruz,342.0,3,3,1,2600.0,9300.0,2500000.0
Oswaldo Cruz,320.0,4,2,1,6000.0,700.0,2600000.0
Oswaldo Cruz,320.0,4,4,1,2995.0,720.0,2199000.0
Oswaldo Cruz,372.0,3,4,3,3674.0,10750.0,2700000.0
Oswaldo Cruz,352.0,4,4,1,3600.0,900.0,2400000.0
Princesa Januaria,104.0,3,1,0,1117.0,2098.0,790000.0
Princesa Januaria,156.0,3,3,1,1800.0,4365.0,1490000.0
Princesa Januaria,160.0,3,3,1,1450.0,3600.0,1490000.0
Princesa Januaria,160.0,3,2,1,1450.0,360.0,1490000.0
Princesa Januaria,156.0,3,3,1,1800.0,4268.0,1490000.0
Princesa Januaria,110.0,3,1,0,1000.0,2200.0,784000.0
Princesa Januaria,160.0,3,3,1,426.0,1800.0,1490000.0
Princesa Januaria,156.0,3,2,1,1800.0,436.0,1490000.0
Princesa Januaria,156.0,3,2,1,1800.0,4268.0,1490000.0
Princesa Januaria,160.0,3,4,1,2000.0,2000.0,1680000.0
Princesa Januaria,160.0,3,3,1,1800.0,4268.0,1490000.0
Princesa Januaria,150.0,3,4,1,1800.0,426.0,1490000.0
Princesa Januaria,165.0,3,1,1,2100.0,270.0,1490000.0
Princesa Januaria,156.0,3,2,1,2352.0,4268.0,1490000.0
Princesa Januaria,160.0,3,3,1,1800.0,2000.0,1490000.0
Princesa Januaria,150.0,3,3,1,1800.0,4800.0,1240000.0
Rui Barbosa,104.0,2,2,0,845.0,3537.0,850000.0
Rui Barbosa,110.0,3,3,1,900.0,200.0,1250000.0
Rui Barbosa,116.0,2,2,1,900.0,325.0,950000.0
Rui Barbosa,115.0,2,1,1,770.0,400.0,820000.0
Rui Barbosa,95.0,3,3,0,800.0,2851.0,900000.0
Rui Barbosa,100.0,3,2,1,830.0,1500.0,760000.0
Rui Barbosa,149.0,3,5,2,1600.0,2500.0,2900000.0
Rui Barbosa,107.0,3,1,0,831.0,340.0,990000.0
Rui Barbosa,104.0,3,1,0,640.0,3152.0,850000.0
Rui Barbosa,98.0,2,2,0,813.0,303.0,1200000.0
Rui Barbosa,98.0,2,2,0,813.0,303.0,1150000.0
Rui Barbosa,105.0,3,2,0,813.0,3700.0,970000.0
Rui Barbosa,104.0,2,1,0,800.0,3835.0,850000.0
Rui Barbosa,104.0,2,3,0,820.0,331.0,850000.0
Rui Barbosa,97.0,2,3,1,900.0,100.0,950000.0
Rui Barbosa,97.0,2,2,1,1000.0,180.0,950000.0
Rui Barbosa,110.0,4,3,0,850.0,350.0,1090000.0
Rui Barbosa,98.0,3,2,1,1221.0,378.0,900000.0
Rui Barbosa,164.0,3,4,1,1694.0,6308.0,2200000.0
Rui Barbosa,148.0,3,5,2,1700.0,,2899000.0
Rui Barbosa,185.0,3,4,0,900.0,,1490000.0
Rui Barbosa,100.0,3,3,1,1000.0,1800.0,950000.0
Rui Barbosa,171.0,4,4,1,1150.0,4190.0,1800000.0
Rui Barbosa,97.0,3,3,1,770.0,1700.0,1400000.0
Rui Barbosa,128.0,2,3,1,1301.0,5384.0,2000000.0
Rui Barbosa,183.0,3,3,0,1800.0,6250.0,1110000.0
Rui Barbosa,190.0,4,2,1,1200.0,6000.0,2250000.0
Rui Barbosa,104.0,2,3,0,850.0,3835.0,1090000.0
Rui Barbosa,160.0,3,3,0,2000.0,,1740000.0
Rui Barbosa,100.0,3,1,1,1000.0,3400.0,950000.0
Rui Barbosa,175.0,3,2,1,1500.0,6200.0,1650000.0
Rui Barbosa,115.0,3,2,1,968.0,436.0,950000.0
Rui Barbosa,104.0,3,1,0,600.0,2530.0,890000.0
Rui Barbosa,119.0,2,2,1,2208.0,358.0,1750000.0
Rui Barbosa,182.0,3,5,0,1500.0,6388.0,1900000.0
Rui Barbosa,183.0,3,3,0,1751.0,5989.0,1280000.0
Rui Barbosa,183.0,3,4,0,1200.0,3300.0,1095000.0
Rui Barbosa,135.0,2,2,2,1000.0,4613.0,2149000.0
Rui Barbosa,147.0,3,4,2,1567.0,10.0,2889999.0
Rui Barbosa,190.0,3,3,1,2354.0,6898.0,2200000.0
Rui Barbosa,173.0,4,3,0,1619.0,5883.0,1500000.0
Rui Barbosa,173.0,3,3,1,1250.0,609.0,1500000.0
Rui Barbosa,95.0,3,4,0,997.0,2229.0,900000.0
Rui Barbosa,115.0,3,2,1,820.0,3464.0,950000.0
Rui Barbosa,120.0,2,4,2,1245.0,,1900000.0
Rui Barbosa,98.0,3,3,1,1000.0,1932.0,1300000.0
Rui Barbosa,150.0,2,3,2,1500.0,580.0,1790000.0
Rui Barbosa,173.0,3,1,0,1462.0,511.0,1650000.0
Rui Barbosa,140.0,2,4,1,1420.0,,2000000.0
Rui Barbosa,90.0,3,2,1,900.0,,800000.0
Rui Barbosa,183.0,3,3,0,1783.0,6204.0,1200000.0
Rui Barbosa,171.0,3,3,0,1100.0,4750.0,1600000.0
Rui Barbosa,140.0,3,1,1,1583.0,473.0,1500000.0
Rui Barbosa,104.0,2,2,0,600.0,2536.0,1200000.0
Rui Barbosa,173.0,4,3,0,1500.0,6093.0,1650000.0
Rui Barbosa,119.0,2,2,1,2800.0,4047.0,1350000.0
Rui Barbosa,180.0,4,2,0,958.0,566.0,1500000.0
Rui Barbosa,183.0,3,3,0,1750.0,5957.0,2000000.0
Rui Barbosa,97.0,2,2,1,600.0,1912.0,1200000.0
Rui Barbosa,149.0,3,4,2,4000.0,700.0,2900000.0
Rui Barbosa,150.0,3,3,2,2500.0,,2900000.0
Rui Barbosa,183.0,3,3,0,1751.0,6420.0,1169999.0
Rui Barbosa,173.0,3,3,0,1575.0,5682.0,1550000.0
Rui Barbosa,180.0,3,3,1,1700.0,4860.0,2800000.0
Rui Barbosa,190.0,4,2,1,1800.0,7073.0,2100000.0
Rui Barbosa,149.0,3,5,2,1800.0,2000.0,2471480.0
Rui Barbosa,155.0,3,5,2,1710.0,4186.0,2513302.0
Rui Barbosa,154.0,3,5,2,1600.0,2000.0,2427070.0
Rui Barbosa,107.0,3,2,1,950.0,150.0,793376.0
Rui Barbosa,180.0,4,3,0,958.0,560.0,1500000.0
Rui Barbosa,150.0,3,3,1,500.0,500.0,2400000.0
Rui Barbosa,148.0,3,4,2,1200.0,,2899000.0
Rui Barbosa,240.0,4,4,1,2000.0,7850.0,1900000.0
Rui Barbosa,250.0,3,3,0,1823.0,8500.0,2100000.0
Rui Barbosa,240.0,4,4,1,2000.0,7850.0,1780000.0
Rui Barbosa,235.0,3,4,1,2100.0,7691.0,2990000.0
Rui Barbosa,240.0,3,3,0,1600.0,7010.0,1600000.0
Rui Barbosa,213.0,4,3,1,2050.0,696.0,2250000.0
Rui Barbosa,260.0,3,1,0,2100.0,8440.0,2800000.0
Rui Barbosa,235.0,3,2,1,2100.0,812.0,2990000.0
Rui Barbosa,245.0,3,4,0,2000.0,1800.0,2400000.0
Rui Barbosa,300.0,4,3,1,2000.0,,2750000.0
Rui Barbosa,230.0,4,2,0,1500.0,850.0,2799000.0
Rui Barbosa,213.0,4,4,0,1300.0,6971.0,1680000.0
Rui Barbosa,230.0,4,3,1,2300.0,7600.0,2600000.0
Rui Barbosa,264.0,3,4,2,2214.0,9965.0,2400000.0
Rui Barbosa,210.0,4,3,0,1690.0,740.0,1680000.0
Rui Barbosa,241.0,4,6,1,2000.0,5651.0,2380000.0
Rui Barbosa,286.0,4,5,1,2200.0,1017.0,2900000.0
Rui Barbosa,240.0,3,1,0,2000.0,8610.0,1600000.0
Rui Barbosa,230.0,4,4,1,2300.0,700.0,2650000.0
Rui Barbosa,230.0,3,3,0,1530.0,8270.0,2800000.0
Rui Barbosa,240.0,3,4,1,2223.0,8286.0,1800000.0
Rui Barbosa,235.0,4,3,1,2100.0,8440.0,2990000.0
Rui Barbosa,220.0,2,2,1,2060.0,300.0,2450000.0
Rui Barbosa,230.0,4,2,1,1787.0,6726.0,2600000.0
Rui Barbosa,191.0,4,5,1,1846.0,6932.0,2100000.0
Rui Barbosa,210.0,3,3,1,2254.0,752.0,2200000.0
Rui Barbosa,210.0,3,4,1,2200.0,752.0,2200000.0
Rui Barbosa,240.0,3,4,1,2216.0,829.0,1800000.0
Rui Barbosa,191.0,4,3,1,1846.0,6932.0,2100000.0
Rui Barbosa,227.0,3,3,0,1600.0,4800.0,1800000.0
Rui Barbosa,245.0,3,1,0,2000.0,8000.0,2527000.0
Rui Barbosa,240.0,3,3,1,2223.0,8286.0,1800000.0
Rui Barbosa,210.0,3,3,1,2200.0,750.0,2200000.0
Rui Barbosa,250.0,3,4,1,2082.0,8610.0,2750000.0
Rui Barbosa,213.0,4,3,0,1693.0,7402.0,1680000.0
Rui Barbosa,203.0,3,2,1,2250.0,752.0,2200000.0
Rui Barbosa,240.0,3,4,1,2400.0,9500.0,1800000.0
Rui Barbosa,250.0,3,3,0,1730.0,8613.0,2200000.0
Rui Barbosa,240.0,3,4,0,2000.0,9.0,2200000.0
Rui Barbosa,235.0,3,4,1,2100.0,8122.0,2990000.0
Rui Barbosa,286.0,4,3,1,2200.0,1017.0,2900000.0
Rui Barbosa,264.0,3,4,2,1950.0,977.0,2400000.0
Rui Barbosa,264.0,3,3,2,1950.0,977.0,2500000.0
Rui Barbosa,208.0,4,5,1,2270.0,752.0,2900000.0
Rui Barbosa,213.0,4,3,0,1800.0,770.0,1680000.0
Rui Barbosa,235.0,3,2,1,2000.0,8440.0,2990000.0
Rui Barbosa,215.0,4,4,1,1999.0,6960.0,2250000.0
Rui Barbosa,268.0,4,4,2,1600.0,9744.0,2730000.0
Rui Barbosa,250.0,3,4,0,1502.0,688.0,2000000.0
Rui Barbosa,210.0,3,3,1,2100.0,6995.0,2200000.0
Rui Barbosa,220.0,3,3,2,2000.0,6000.0,2300000.0
Rui Barbosa,191.0,4,4,1,2200.0,584.0,2100000.0
Rui Barbosa,208.0,3,2,1,2253.0,752.0,2200000.0
Rui Barbosa,250.0,3,3,0,1780.0,8500.0,2100000.0
Rui Barbosa,208.0,3,3,1,2130.0,707.0,2250000.0
Rui Barbosa,220.0,4,2,1,2213.0,792.0,2100000.0
Rui Barbosa,245.0,4,4,0,1998.0,,2200000.0
Rui Barbosa,213.0,4,3,1,2000.0,,2250000.0
Rui Barbosa,285.0,4,4,1,1700.0,979.0,2990000.0
Rui Barbosa,282.0,4,3,1,3293.0,10038.0,2650000.0
Rui Barbosa,240.0,3,3,1,3087.0,7850.0,2350000.0
Rui Barbosa,245.0,4,3,0,1990.0,,2300000.0
Rui Barbosa,280.0,4,4,1,1200.0,8000.0,2490000.0
Rui Barbosa,240.0,3,3,0,1800.0,700.0,1599000.0
Rui Barbosa,240.0,3,2,1,1600.0,610.0,2800000.0
Rui Barbosa,210.0,3,4,1,1580.0,7520.0,2200000.0
Rui Barbosa,240.0,4,3,1,2318.0,6545.0,2600000.0
Rui Barbosa,245.0,3,4,0,2000.0,800.0,2400000.0
Rui Barbosa,191.0,4,3,1,2537.0,6932.0,2150000.0
Rui Barbosa,282.0,4,2,1,2472.0,1004.0,2650000.0
Rui Barbosa,268.0,4,3,1,1950.0,9553.0,2700000.0
Rui Barbosa,225.0,3,1,1,1200.0,,2750000.0
Rui Barbosa,213.0,4,4,1,2052.0,670.0,2245900.0
Rui Barbosa,229.0,3,1,0,1590.0,7900.0,2300000.0
Rui Barbosa,240.0,3,3,1,3200.0,8300.0,2350000.0
Rui Barbosa,229.0,4,2,1,2500.0,900.0,2650000.0
Rui Barbosa,285.0,4,3,2,1980.0,,2650000.0
Rui Barbosa,286.0,4,2,1,1700.0,6592.0,2750000.0
Rui Barbosa,230.0,4,1,1,2074.0,670.0,2250000.0
Rui Barbosa,213.0,4,2,1,2078.0,696.0,2250000.0
Rui Barbosa,230.0,4,4,1,2700.0,,2650000.0
Rui Barbosa,286.0,4,4,1,2300.0,6186.0,2750000.0
Rui Barbosa,264.0,3,2,2,2214.0,977.0,2400000.0
Rui Barbosa,286.0,2,2,1,2700.0,9396.0,2990000.0
Rui Barbosa,253.0,4,4,1,1230.0,7379.0,2950000.0
Rui Barbosa,210.0,3,4,1,1985.0,610.0,2199000.0
Rui Barbosa,260.0,3,2,0,1746.0,5500.0,1900000.0
Rui Barbosa,250.0,4,6,1,1900.0,8000.0,2979000.0
Rui Barbosa,240.0,4,3,1,2600.0,8007.0,2600000.0
Rui Barbosa,268.0,4,2,1,1300.0,7745.0,2500000.0
Rui Barbosa,240.0,3,1,1,3087.0,7885.0,2350000.0
Rui Barbosa,268.0,4,3,1,1600.0,9300.0,2800000.0
Rui Barbosa,286.0,3,4,1,1800.0,,2750000.0
Rui Barbosa,280.0,4,3,2,2610.0,10542.0,2450000.0
Rui Barbosa,227.0,3,6,1,2613.0,6731.0,2900000.0
Rui Barbosa,268.0,4,3,1,1000.0,9553.0,2490000.0
Rui Barbosa,253.0,3,3,1,2597.0,7379.0,2950000.0
Rui Barbosa,286.0,4,4,1,2600.0,9300.0,2870000.0
Rui Barbosa,286.0,4,3,0,2487.0,630.0,2100000.0
Rui Barbosa,230.0,4,4,1,2400.0,7900.0,2650000.0
Rui Barbosa,265.0,3,3,1,1600.0,,2700000.0
Rui Barbosa,264.0,3,3,2,1950.0,977.0,2400000.0
Rui Barbosa,280.0,3,4,1,2000.0,,2600000.0
Rui Barbosa,285.0,4,3,1,1500.0,,2850000.0
Rui Barbosa,208.0,3,4,1,2270.0,752.0,2900000.0
Rui Barbosa,264.0,4,2,2,3000.0,1100.0,2600000.0
Rui Barbosa,265.0,4,4,1,1600.0,10000.0,2600000.0
Rui Barbosa,290.0,4,4,1,1764.0,,2750000.0
Rui Barbosa,284.0,3,3,0,2630.0,,2500000.0
Rui Barbosa,282.0,4,3,1,2463.0,,2650000.0
Rui Barbosa,230.0,4,3,0,1500.0,1700.0,1500000.0
Rui Barbosa,525.0,4,4,2,4400.0,1785.0,2500000.0
Rui Barbosa,525.0,4,4,2,4400.0,16959.0,2900000.0
Rui Barbosa,320.0,4,3,1,2000.0,8328.0,2750000.0
Rui Barbosa,450.0,4,8,3,3792.0,,2990000.0
Rui Barbosa,350.0,4,1,2,1600.0,1.0,2782500.0
Rui Barbosa,525.0,4,5,2,4400.0,17771.0,2500000.0
Rui Barbosa,525.0,4,2,2,4400.0,17600.0,2500000.0
Rui Barbosa,525.0,4,1,2,4400.0,17771.0,2950000.0
Rui Barbosa,525.0,4,1,1,4405.0,14554.0,2500000.0
Rui Barbosa,450.0,4,5,1,2800.0,650.0,2990000.0
Rui Barbosa,500.0,4,5,2,4400.0,1790.0,2900000.0
Rui Barbosa,525.0,5,5,2,4400.0,18302.0,2500000.0
Rui Barbosa,427.0,2,3,1,5000.0,48000.0,1500000.0
Rui Barbosa,525.0,4,4,2,4400.0,17610.0,2500000.0
Rui Barbosa,525.0,4,5,2,4400.0,1695.0,2800000.0
Rui Barbosa,525.0,4,3,2,4400.0,1695.0,2500000.0
Rui Barbosa,525.0,4,3,2,4400.0,1830.0,2500000.0
Rui Barbosa,525.0,5,6,2,4400.0,17771.0,2500000.0
Senador Euzebio,155.0,3,3,0,1200.0,3450.0,1050000.0
Senador Euzebio,210.0,4,3,1,2000.0,460.0,2300000.0
Senador Euzebio,134.0,3,2,1,1246.0,280.0,1080000.0
Senador Euzebio,180.0,3,3,1,1800.0,,1375000.0
Senador Euzebio,80.0,2,2,0,650.0,133.0,700000.0
Senador Euzebio,160.0,3,3,1,1550.0,350.0,1780000.0
Senador Euzebio,50.0,1,2,1,784.0,1800.0,715000.0
Senador Euzebio,65.0,1,2,0,667.0,1500.0,600000.0
Senador Euzebio,125.0,3,3,1,1490.0,258.0,1249000.0
Senador Euzebio,167.0,3,2,1,1500.0,390.0,995000.0
Senador Euzebio,66.0,1,2,0,700.0,1632.0,600000.0
Senador Euzebio,150.0,3,2,1,900.0,,1700000.0
Senador Euzebio,134.0,3,2,1,1198.0,2832.0,1080000.0
Senador Euzebio,155.0,3,3,1,1570.0,337.0,1830000.0
Senador Euzebio,90.0,2,2,0,523.0,1500.0,920000.0
Senador Euzebio,190.0,3,3,2,1900.0,,1750000.0
Senador Euzebio,180.0,3,5,2,2200.0,,1780000.0
Senador Euzebio,134.0,3,2,0,1198.0,243.0,1100000.0
Senador Euzebio,134.0,3,2,0,1189.0,2650.0,1080000.0
Senador Euzebio,180.0,3,2,1,1780.0,,1500000.0
Senador Euzebio,176.0,3,4,2,2171.0,537.0,1800000.0
Senador Euzebio,130.0,3,3,1,1500.0,280.0,1245000.0
Senador Euzebio,160.0,3,3,1,1538.0,,1730000.0
Senador Euzebio,134.0,2,1,0,1246.0,288.0,1100000.0
Senador Euzebio,94.0,3,1,1,1200.0,1840.0,850000.0
Senador Euzebio,134.0,2,2,0,1189.0,2652.0,1100000.0
Senador Euzebio,167.0,3,2,1,1200.0,4190.0,1000000.0
Senador Euzebio,86.0,2,1,1,1350.0,,700000.0
Senador Euzebio,155.0,3,2,0,1490.0,3165.0,1100000.0
Senador Euzebio,94.0,3,2,1,1400.0,1900.0,860000.0
Senador Euzebio,176.0,3,3,2,2170.0,536.0,1750000.0
Senador Euzebio,155.0,3,3,1,1570.0,337.0,1800000.0
Senador Euzebio,134.0,3,1,0,1346.0,2882.0,1080000.0
Senador Euzebio,176.0,2,4,2,2500.0,5367.0,1800000.0
Senador Euzebio,137.0,3,2,1,1450.0,216.0,1800000.0
Senador Euzebio,155.0,3,3,1,1800.0,3775.0,1800000.0
Senador Euzebio,175.0,3,3,3,2000.0,4350.0,1750000.0
Senador Euzebio,167.0,3,3,1,1800.0,3744.0,995000.0
Senador Euzebio,170.0,3,2,0,1352.0,3900.0,1200000.0
Senador Euzebio,94.0,3,1,1,1473.0,4500.0,1250000.0
Senador Euzebio,176.0,3,4,2,2500.0,,2200000.0
Senador Euzebio,80.0,2,3,0,523.0,1500.0,920000.0
Senador Euzebio,176.0,3,4,1,2600.0,4000.0,2700000.0
Senador Euzebio,147.0,2,3,1,1734.0,2500.0,1600000.0
Senador Euzebio,55.0,1,2,1,1300.0,1200.0,850000.0
Senador Euzebio,96.0,3,3,1,1400.0,200.0,935000.0
Senador Euzebio,176.0,3,2,2,2200.0,3400.0,1995000.0
Senador Euzebio,96.0,3,3,1,1450.0,2200.0,1060000.0
Senador Euzebio,176.0,3,4,2,2750.0,5498.0,1750000.0
Senador Euzebio,176.0,3,4,2,2680.0,4936.0,2850000.0
Senador Euzebio,180.0,3,4,2,2600.0,5300.0,1750000.0
Senador Euzebio,230.0,3,3,2,2500.0,4670.0,2710000.0
Senador Euzebio,139.0,3,3,0,1700.0,2714.0,1600000.0
Senador Euzebio,200.0,3,2,0,1800.0,2400.0,1899994.0
Senador Euzebio,180.0,3,2,2,2700.0,550.0,1730000.0
Senador Euzebio,180.0,3,2,1,2500.0,,2200000.0
Senador Euzebio,190.0,3,2,1,2500.0,550.0,2700000.0
Senador Euzebio,155.0,2,3,1,1800.0,4008.0,1800000.0
Senador Euzebio,174.0,3,3,1,450.0,2500.0,2200000.0
Senador Vergueiro,67.0,2,1,0,817.0,154.0,600000.0
Senador Vergueiro,30.0,1,1,0,417.0,250.0,450000.0
Senador Vergueiro,60.0,2,2,0,600.0,1280.0,575000.0
Senador Vergueiro,53.0,1,2,0,417.0,103.0,560000.0
Senador Vergueiro,45.0,1,1,0,518.0,99.0,550000.0
Senador Vergueiro,50.0,1,2,0,635.0,1071.0,550000.0
